  CURRENCY DATE = 02/18/24
                                     LATITUDE    LONGITUDE     OBSTACLE            AGL   AMSL LT ACC MAR FAA         ACTION
OAS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE                 HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------------
53-117801 U US WA VANCOUVER        45 37 56.32N 122 40 07.14W BLDG               1 00089 00177 N 4 D N 2020ANM03609OE A 2020365 
53-108249 U US WA VANCOUVER        45 37 56.86N 122 39 10.83W TOWER              1 00034 00192 N 4 D N 2017ANM05367OE A 2019241 
53-098180 U US WA VANCOUVER        45 37 57.00N 122 39 27.00W POLE               1 00070 00201 N 4 D N 2018ANM01931OE A 2018254 
53-122574 U US WA VANCOUVER        45 37 57.00N 122 40 31.00W BLDG               1 00054 00145 N 4 D N 2019ANM03799OE A 2021244 
53-021435 O US WA VANCOUVER        45 37 59.00N 122 41 10.60W TOWER              1 00100 00156 N 5 D N 2010ANM02350OE A 2011312 
53-115921 U US WA VANCOUVER        45 38 01.23N 122 40 07.72W BLDG               1 00055 00147 N 4 D N 2020ANM05942OE C 2021099 
53-021371 O US WA VANCOUVER        45 38 02.90N 122 41 12.20W TOWER              1 00050 00098 N 5 D N 2010ANM01415OE A 2011306 
53-023646 O US WA VANCOUVER        45 38 03.74N 122 38 46.38W BLDG               1 00035 00259 N 5 D N 2014ANM02857OE A 2016201 
53-117648 O US WA VANCOUVER        45 38 05.45N 122 33 45.99W T-L TWR            1 00100 00404 N 1 A N 2020ANM01592OE A 2020217 
53-023761 O US WA VANCOUVER        45 38 05.65N 122 31 51.81W T-L TWR            1 00085 00395 N 4 D N 2015ANM02814OE A 2017111 
53-122492 U US WA VANCOUVER        45 38 06.27N 122 37 23.54W BLDG               1 00045 00220 N 4 D N 2020ANM03749OE A 2021145 
53-023736 U US WA VANCOUVER        45 38 06.65N 122 33 29.60W T-L TWR            1 00110 00395 N 4 D N 2011ANM02306OE A 2016348 
53-021531 O US WA VANCOUVER        45 38 06.94N 122 31 51.80W T-L TWR            1 00110 00420 N 5 D N 2011ANM02286OE A 2012033 
53-023732 U US WA VANCOUVER        45 38 07.11N 122 30 36.14W T-L TWR            1 00093 00403 N 4 D N 2011ANM02287OE A 2016344 
53-122506 U US WA VANCOUVER        45 38 07.42N 122 38 46.85W TANK               1 00104 00336 R 4 D N 2017ANM05498OE A 2021146 
53-124377 U US WA VANCOUVER        45 38 09.27N 122 38 28.46W POLE               1 00038 00223 N 4 D N 2019ANM07115OE A 2022012 
53-020621 O US WA VANCOUVER        45 38 10.00N 122 36 22.00W BLDG               1 00025 00200 N 5 D N 2010ANM00119OE A 2010027 
53-021223 O US WA VANCOUVER        45 38 11.26N 122 41 31.10W TOWER              1 00150 00179 N 4 D N 2022ANM01958OE C 2023094 
53-065739 U US WA VANCOUVER        45 38 15.48N 122 39 00.41W BLDG               1 00036 00249 N 4 D N 2013ANM02149OE A 2018024 
53-065748 U US WA VANCOUVER        45 38 15.53N 122 39 00.72W BLDG               1 00036 00249 N 4 D N 2013ANM02148OE A 2018024 
53-023559 O US WA VANCOUVER        45 38 16.10N 122 39 01.23W BLDG               1 00063 00275 N 5 D N 2013ANM02153OE A 2015236 
53-021287 O US WA VANCOUVER        45 38 19.00N 122 36 23.00W TOWER              1 00131 00322 N 5 D N 2015ANM00490OE C 2015201 
53-108231 O US WA VANCOUVER        45 38 20.11N 122 38 32.17W TOWER              1 00067 00252 N 1 A N 2020ANM02343OE C 2020223 
53-127193 U US WA VANCOUVER        45 38 20.74N 122 40 23.31W BLDG               1 00098 00214 N 1 A N 2020ANM05991OE A 2022324 
53-122527 U US WA VANCOUVER        45 38 25.00N 122 40 58.00W BLDG               1 00040 00120 N 4 D N 2019ANM02873OE A 2021173 
53-122566 O US WA PORTLAND         45 38 25.77N 122 42 38.35W T-L TWR            1 00491 00519 R 4 D N 2020ANM06293OE A 2021236 
53-000456 O US WA VANCOUVER        45 38 28.00N 122 42 44.00W T-L TWR            1 00516 00545 S 4 D M                C 2014152 
